CLUE_ID,text,ISO2,clue_type,ISO3
1249,I mainly distinguish Jersey from the UK thanks to the blue sky that is typically visible in the Jersey coverage- a blue sky is quite rare in the UK.,"['GB', 'JE']",0,"['GBR', 'JEY']"
1250,Jersey also has an abundance of French town and street names.,"['FR', 'JE']",0,"['FRA', 'JEY']"
1251,Imagery in Jersey was captured on the generation 2 Street View camera.,['JE'],0,['JEY']
1252,The island of Jersey largely has a blue sky on Street View.,['JE'],0,['JEY']
1253,"Jersey’s road marking feature yellow, continuous edge lines and white, dashed centre lines.",['JE'],0,['JEY']
1254,This combination of road markings is rare in Europe.,['JE'],0,['JEY']
1255,"Jersey has a real abundance of narrow, winding roads.",['JE'],0,['JEY']
1256,Jersey has a flat landscape that often features grass fields beyond the road hedges.,['JE'],0,['JEY']
1257,Jersey has English and French as official langauges.,"['FR', 'JE']",0,"['FRA', 'JEY']"
1258,The majority of town and street names are in French and general signs mainly appear in English.,"['FR', 'JE']",0,"['FRA', 'JEY']"
1259,These directional signs provide useful information for pinpointing in Jersey.,['JE'],0,['JEY']
1260,‘A’ roads are the major roads in Jersey although these roads are often small and narrow.,['JE'],0,['JEY']
1261,Front license plates in Jersey most commonly appear elongated and completely white.,['JE'],0,['JEY']
1262,You may sometimes notice a slight touch of red on the left side of the plate but this is nothing like the distinctive red on the left side of Isle of Man plates.,"['IM', 'JE']",0,"['IMN', 'JEY']"
1263,"The most common rear license plates in Jersey feature either an all yellow, elongated plate or a yellow, elongated plate with a white stripe on the left.",['JE'],0,['JEY']
1264,You will seldom see the blue stripe of Europe on Jersey plates.,['JE'],0,['JEY']
1265,This is a good way to distinguish Jersey from the UK.,"['GB', 'JE']",0,"['GBR', 'JEY']"
1266,The easiest way to recognise Portugal is via its unique license plates.,['PT'],0,['PRT']
1267,These have a vertical yellow stripe on the right of the plate to go along with the vertical blue European stripe on the left of the plate.,['PT'],0,['PRT']
1268,The Portuguese landscape has a real Mediterranean vibe.,['PT'],0,['PRT']
1269,There are rolling hills mainly in the north of the country and much of Portugal is covered in olive trees.,['PT'],0,['PRT']
1270,Only Portugal and Brazil speak Portuguese in the entire GeoGuessr world (although Macau also use the language).,"['BR', 'MO', 'PT']",0,"['BRA', 'MAC', 'PRT']"
1271,There are three key factors to help identify Portuguese from Spanish.,"['ES', 'PT']",0,"['ESP', 'PRT']"
1272,"Portuguese has the ‘Ç’ symbol, many words in Portuguese end in ‘ção’ and Portuguese has the symbol ã which is a squiggly line over the ‘a’ which is different from an accent.",['PT'],0,['PRT']
1273,Portugal stands out for its license plates.,['PT'],0,['PRT']
1274,"Portuguese plates also have the standard, European blue, vertical stripe on the left of their plates.",['PT'],0,['PRT']
1275,"Many Portuguese houses are white or light coloured and many have tiled, terracotta coloured roofs.",['PT'],0,['PRT']
1276,Parts of Portugal (especially the north of the country) are hilly.,['PT'],0,['PRT']
1277,"Much of Portugal has a warm, Mediterranean vibe.",['PT'],0,['PRT']
1278,Portugal looks very dry and is largely undulating.,['PT'],0,['PRT']
1279,It can look similar to Mediterranean parts of Eastern Europe however Portuguese roads tend to be better maintained.,['PT'],0,['PRT']
1280,Portugal uses these fairly generic bollards.,['PT'],0,['PRT']
1281,There is a rarer type of Portuguese bollard that has a fatter orange rectangle in place of the white stripe.,['PT'],0,['PRT']
1282,This is the fairly generic rear of the Portuguese bollards.,['PT'],0,['PRT']
1283,Portugal has two main types of utility poles.,['PT'],0,['PRT']
1284,Sometimes Portuguese utility poles of this style will have less holes.,['PT'],0,['PRT']
1285,The second type of Portuguese utility pole is wooden.,['PT'],0,['PRT']
1286,Portuguese ‘no hunting’ signs will sometimes appear on the edge of farms.,['PT'],0,['PRT']
1287,"These signs come in two forms- the tiny red and white diamond as pictured above or a small, red and white sign that looks identical to the Indonesian flag.","['ID', 'PT']",0,"['IDN', 'PRT']"
1288,"If you are in a Portuguese town/city, you should see a sidewalk.",['PT'],0,['PRT']
1289,Portuguese sidewalks are unique and consist of small white squares placed together at a diagonal from the road.,['PT'],0,['PRT']
1290,Portugal and Brazil are the only Portuguese speaking locations in GeoGuessr (although Macau also uses the language).,"['BR', 'MO', 'PT']",0,"['BRA', 'MAC', 'PRT']"
1291,There are a few easy ways to tell Portuguese from Spanish.,"['ES', 'PT']",0,"['ESP', 'PRT']"
1292,Portuguese has the ‘Ç’ symbol whilst Spanish doesn’t.,"['BR', 'ES', 'PT']",0,"['BRA', 'ESP', 'PRT']"
1293,"Finally, Portuguese has the symbol ã which is an ‘a’ with a squiggle on its top (this is different from an accent).","['BR', 'PT']",0,"['BRA', 'PRT']"
1294,"Spain stands out for being a country with high quality roads, having a Mediterranean vibe and a warm and dry climate.",['ES'],0,['ESP']
1295,The Pyrenees Mountains span the Spanish-French border and are rather rocky where they meet the road.,"['ES', 'FR']",0,"['ESP', 'FRA']"
1296,The Pyrenees are normally packed full of trees and have high quality roads.,['ES'],0,['ESP']
1297,Olive trees are found across Spain.,['ES'],0,['ESP']
1298,"Spanish houses are normally either white or a shade of a warm colour such as red, yellow or orange.",['ES'],0,['ESP']
1299,"The Spanish bollards have a yellow, narrow rectangle inside the standard European black part of the bollard.",['ES'],0,['ESP']
1300,This bollard is unique to Spain.,['ES'],0,['ESP']
1301,These cars are also common in Romania and Bulgaria.,"['BG', 'ES', 'RO']",0,"['BGR', 'ESP', 'ROU']"
1302,The Spanish language is a good indicator that you are in Spain.,['ES'],0,['ESP']
1303,There are some key differences between Spanish and the similar Portuguese.,"['ES', 'PT']",0,"['ESP', 'PRT']"
1304,Spanish has the word ‘y’ meaning ‘and’.,['ES'],0,['ESP']
1305,This letter appears everywhere as a word in Spain.,['ES'],0,['ESP']
1306,The word ‘de’ is rarely used in Portuguese but is found abundantly in Spain.,"['ES', 'PT']",0,"['ESP', 'PRT']"
1307,"Finally, the letter ‘ñ’ which is an ‘n’ with a squiggly line on top is found in Spanish but not Portuguese.","['ES', 'PT']",0,"['ESP', 'PRT']"
1308,The Spanish highway system is explained in detail in the ‘Highways Numbering Systems’ section further up this article.,['ES'],0,['ESP']
1309,Spanish bollards are fairly unique.,['ES'],0,['ESP']
1310,"They feature the standard European black and white bollard with a bright yellow, narrow rectangle encased in the black section of the bollard.",['ES'],0,['ESP']
1311,The only similar looking bollards in the GeoGuessr universe are found in Colombia.,"['CO', 'ES']",0,"['COL', 'ESP']"
1312,Dacia Sandero cars are found across much of Spain.,['ES'],0,['ESP']
1313,"Other than the written language sounding Spanish, there are some specific things to look for to identify Spanish and distinguish it from Portuguese and other languages.","['AR', 'ES', 'PT']",0,"['ARG', 'ESP', 'PRT']"
1314,Spanish uses the word ‘de’ abundantly meaning ‘of’.,"['AR', 'ES']",0,"['ARG', 'ESP']"
1315,"Finally, Spanish sometimes has the letter ‘ñ’ appear which is the letter n with a squiggly line over the top.",['ES'],0,['ESP']
1316,The Basque language is spoken in a small pocket of north-eastern Spain.,['ES'],0,['ESP']
1317,This region has signs in both Basque and Spanish.,['ES'],0,['ESP']
1318,The Pyrenees Mountains stretch across North-Eastern Spain and continue into France.,"['ES', 'FR']",0,"['ESP', 'FRA']"
1319,Spain is one of the hot spots for olive trees with the southern 2/3rds of the country being particularly full of them.,['ES'],0,['ESP']
1320,Most of Spain has a warm feel.,['ES'],0,['ESP']
1321,The main roads are typically of a high quality and much of the country has a Mediterranean vibe.,['ES'],0,['ESP']
1322,"Spanish houses are generally either white or a shade of some warm colour such as red, orange or yellow.",['ES'],0,['ESP']
1323,The Spanish landscape tend to be undulating with the vegetation looking very dry.,['ES'],0,['ESP']
1324,Rural Spain can look similar to the Mediterranean parts of Eastern Europe however Spain can generally be distinguished thanks to its better maintained roads.,['ES'],0,['ESP']
1325,Guardrails in Spain have these yellow-orange reflectors which are typically found every few meters.,['ES'],0,['ESP']
1326,These yellow-orange reflectors aren’t found elsewhere in Europe.,['ES'],0,['ESP']
1327,Scattered right across rural Spain on the outskirts of rural Spanish properties are small flags.,['ES'],0,['ESP']
1328,"Although the black and white small flags are by far the most common, there are small flags featuring a number of colours on Spanish properties including red as well as green and white.",['ES'],0,['ESP']
1329,"These small, Spanish flags are typically mounted on tiny stakes around 50cm high.",['ES'],0,['ESP']
1330,Spain has a number of different types of utility poles.,['ES'],0,['ESP']
1331,France can have similar looking indented poles however Spanish poles are whiter in colour.,"['ES', 'FR']",0,"['ESP', 'FRA']"
1332,Portugal can have similar poles with less indents and featuring holes.,"['ES', 'PT']",0,"['ESP', 'PRT']"
1333,The word ‘CALLE’ means ‘STREET’ in Spanish and often appears throughout Spain and Latin America.,['ES'],0,['ESP']
1334,The Canary Island are unique in being a Spanish island group off the coast of Africa.,['ES'],0,['ESP']
1335,They have the standard European bollard with an orange rectangle inside the black section- similar to Portugal’s bollards.,"['ES', 'PT']",0,"['ESP', 'PRT']"
1336,"The Canary Islands stand out for their volcanic rocks, blue skies and steep drops into the ocean.",['ES'],0,['ESP']
1337,This type of bollard with the typical European white and black style enclosing an orange rectangle is found in the Canary Islands.,['ES'],0,['ESP']
1338,Similar looking bollards are also found rarely in Portugal.,"['ES', 'PT']",0,"['ESP', 'PRT']"
1339,"Most of the time in Andorra, you will be placed on roads in the bottom of valleys with mountains rising up around you.",['AD'],0,['AND']
1340,Andorran license plates are less elongated than standard European plates and lack the European blue vertical stripe.,['AD'],0,['AND']
1341,Standard European plates are also often found in Andorra.,['AD'],0,['AND']
1342,"Buildings in Andorra are typically multi-storey, affluent looking and often made of stones compressed together.",['AD'],0,['AND']
1343,"This unique, stone building style is how I identify Andorra.",['AD'],0,['AND']
1344,Andorran license plates are less elongated than typical European plates.,['AD'],0,['AND']
1345,They also lack the blue vertical stripe of standard European plates.,['AD'],0,['AND']
1346,It should be noted that some European plates venture into Andorra.,['AD'],0,['AND']
1347,These tall and distinctively coloured snow marker poles line many roads in Andorra.,['AD'],0,['AND']
1348,Gibraltar is a British overseas territory situated by the southern tip of the Spanish section of the Iberian Peninsula.,"['ES', 'GB', 'GI']",0,"['ESP', 'GBR', 'GIB']"
1349,Gibraltar has the same license plates as the UK with a yellow rear plate and white front plate.,"['GB', 'GI']",0,"['GBR', 'GIB']"
1350,Cars drive on the right in Gibraltar unlike the UK.,"['GB', 'GI']",0,"['GBR', 'GIB']"
1351,English is used in Gibraltar.,['GI'],0,['GIB']
1352,The landscape is also notable for the sea which acts as a gateway into the Mediterranean.,['GI'],0,['GIB']
1353,The buildings in Gibraltar are typically tall and either beige or white in colour.,['GI'],0,['GIB']
1354,Vehicles in Gibraltar mainly feature yellow rear plates and white front plates- the same style as UK plates.,"['GB', 'GI']",0,"['GBR', 'GIB']"
1355,Sometimes you will see standard European plates in Gibraltar thanks to its proximity to Spain.,"['ES', 'GI']",0,"['ESP', 'GIB']"
1356,Mopeds are particularly common in Gibraltar.,['GI'],0,['GIB']
1357,Vehicles drive on the right in Gibraltar which contrasts the UK where vehicles drive on the left.,"['GB', 'GI']",0,"['GBR', 'GIB']"
1358,The steep limestone monolith that is the Rock of Gibraltar stands out in the territory of Gibraltar.,['GI'],0,['GIB']
1359,A reasonable portion of Gibraltar’s landscape consists of steep and narrow roads.,['GI'],0,['GIB']
1360,The territory of Gibraltar skirts the southern tip of the Iberian Peninsula and the sea is often visible.,['GI'],0,['GIB']
1361,Buildings in Gibraltar are typically white or beige in colour.,['GI'],0,['GIB']
1362,There are several different things to look out for to determine that you are in France.,['FR'],0,['FRA']
1363,One of these primary things is French brand cars.,['FR'],0,['FRA']
1364,"The French roads are full of Renault, Citroen and Peugeot.",['FR'],0,['FRA']
1365,If you spot a few cars featuring any of these three logos then there is a good chance you are in France.,['FR'],0,['FRA']
1366,Another key giveaway for France is the French language.,['FR'],0,['FRA']
1367,The French language is easy to identify because well…it sounds French.,['FR'],0,['FRA']
1368,"Visually, the French letters include the ç (also found in Portuguese), ë, è, é, ï and à.","['FR', 'PT']",0,"['FRA', 'PRT']"
1369,France stands out in Europe for its uniquely shaped bollards.,['FR'],0,['FRA']
1370,They are a different shape to typical European bollards.,['FR'],0,['FRA']
1371,France also uses the unique department signs that are a yellow rectangle enclosing the letter ‘D’ followed by a number.,['FR'],0,['FRA']
1372,"The French road numbering system is rather cumbersome but seeing these small, yellow rectangles ensures that you are in France.",['FR'],0,['FRA']
1373,French roads are also distinct from the rest of Europe.,['FR'],0,['FRA']
1374,"Firstly, they tend to be better maintained than those found in Eastern Europe.",['FR'],0,['FRA']
1375,Some Nordic countries also have white side dashes but the French dashes stand out because they are extra long.,['FR'],0,['FRA']
1376,There are a few more clues that help out in France.,['FR'],0,['FRA']
1377,"France has standard, European license plates that typically don’t help identify the country however some parts of France such as chunks of the south still have the outdated generation 2 Street View camera images.",['FR'],0,['FRA']
1378,"As a result, you may see the now outdated yellow, rear French license plates in the odd instance.",['FR'],0,['FRA']
1379,The French landscape is rather diverse however many rural locations have a narrow road surrounded by greenish fields.,['FR'],0,['FRA']
1380,"If I see green, European fields in GeoGuessr (in the absence of other clues), then by default I tend to guess Poland.","['FR', 'PL']",0,"['FRA', 'POL']"
1381,The French landscape has a Mediterranean vibe in the south and a distinctly different mountainous feel in the eastern Alps.,['FR'],0,['FRA']
1382,"A number of maps, made by TontonNestor, showing where French town suffixes are distributed throughout France, can be viewed here.",['FR'],0,['FRA']
1383,One of the best ways to identify France is by looking for French car brands.,['FR'],0,['FRA']
1384,Citroen cars are another common French car brand.,['FR'],0,['FRA']
1385,The Peugeot car brand is also popular in France.,['FR'],0,['FRA']
1386,France has many license plates that have a thick blue stripe on the left and a rather narrow blue stripe on the right.,['FR'],0,['FRA']
1387,Albania and Italy have similar plates however Albania and Italy have thick stripes on both sides of the plate.,"['AL', 'FR', 'IT']",0,"['ALB', 'FRA', 'ITA']"
1388,"As well as France, French in Europe is spoken in western Switzerland and southern Belgium.","['BE', 'CH', 'FR']",0,"['BEL', 'CHE', 'FRA']"
1389,It’s also fairly easy to identify if you read the words aloud and they sound French.,['FR'],0,['FRA']
1390,"There are two types of French bollard, both are the same distinct shape and different from typical European bollard shapes.",['FR'],0,['FRA']
1391,This is the second type of French bollard.,['FR'],0,['FRA']
1392,"Like the first type of French bollard, it has a unique shape, different from standard European bollards.",['FR'],0,['FRA']
1393,This is one version of French utility pole.,['FR'],0,['FRA']
1394,Spain can have similar utility poles that are whiter in colour.,"['ES', 'FR']",0,"['ESP', 'FRA']"
1395,This is another fairly common French utility pole.,['FR'],0,['FRA']
1396,"Romania, Hungary and Poland have holes in their poles however these countries have less holes than French utility poles.","['FR', 'HU', 'PL', 'RO']",0,"['FRA', 'HUN', 'POL', 'ROU']"
1397,Turkey can also have holes in their metal utility poles.,"['FR', 'TR']",0,"['FRA', 'TUR']"
1398,"Some French utility poles have a small, blue rectangular shape on them.",['FR'],0,['FRA']
1399,French towns typically consist of two-storey buildings made out of visible stone.,['FR'],0,['FRA']
1400,Minor roads in France are known as ‘D’ roads (departmental roads).,['FR'],0,['FRA']
1401,"Many French roads have these very long, white dashes along both sides of the road.",['FR'],0,['FRA']
1402,Nowhere else in Europe has such long side dashes as French dashes.,['FR'],0,['FRA']
1403,"In rare cases, France has shorter dashes on the sides of the road.",['FR'],0,['FRA']
1404,"The most common French license plates you see will be the standard European plate, which isn’t particularly useful for GeoGuessr purposes.",['FR'],0,['FRA']
1405,"As a result, you may rarely see the odd yellow license plates on the rears of some French cars.",['FR'],0,['FRA']
1406,France is a diverse looking country.,['FR'],0,['FRA']
1407,It has many grass fields and after Poland is the second country I will guess if I see a European grass field without other clues.,"['FR', 'PL']",0,"['FRA', 'POL']"
1408,France is a country with a neat cycling race and a neat division of telephone number prefixes.,['FR'],0,['FRA']
1409,"If you spot a phone number in France (often listed on businesses) starting with certain numbers, you can narrow down where you are in the country.",['FR'],0,['FRA']
1410,"The area around Paris has a 01 prefix, the north-west corner has 02, the north-east corner has 03, the south east corner has 04 and the south-west corner has 05.",['FR'],0,['FRA']
1411,06 and 07 prefixes don’t indicate some obscure French region that doesn’t make its way onto maps but rather mobile numbers.,['FR'],0,['FRA']
1412,"For example, if you spot 03 at the start of a phone number in France, you are in the north-east quadrant of the country.",['FR'],0,['FRA']
1413,This map indicates the French secondary department phone area codes.,['FR'],0,['FRA']
1414,"If the first two digits of a French phone number are visible (eg 01, 02, 03, 04 or 05) you can work out what quadrant of the country you are situated in based on the map above this one.",['FR'],0,['FRA']
1415,"For example, if you see a French phone number beginning with (02) 98, you know you are in Brest, in the north-western corner of France.",['FR'],0,['FRA']
1416,"If you see a number (04) 95, you know you are in the northern half of Corsica.",['FR'],0,['FRA']
1417,"Based on the above two phone area code maps, if you see the above phone number you can tell you are in the south-eastern quadrant of France thanks to the (04) first two digits.",['FR'],0,['FRA']
1418,You can also tell you are specifically in the Lyon region thanks to the 72 third and fourth digits.,['FR'],0,['FRA']
1419,"If you are in France and notice bilingual road signs, you are likely in Brittany: the North-Western region of France or on the island of Corsica.",['FR'],0,['FRA']
1420,"Some towns in Alsace, a region in North-Eastern France, have bilingual road signs as does Basque Country.",['FR'],0,['FRA']
1421,The French region of Brittany in north-western France has bilingual road signs featuring both French and Breton.,['FR'],0,['FRA']
1422,The bilingual road signs indicate the French region of Brittany.,['FR'],0,['FRA']
1423,Houses in the French western region of Brittany are distinct and are white with black roofs.,['FR'],0,['FRA']
1424,"Houses in Brittany, a western region of France, are coloured white with dark roofs.",['FR'],0,['FRA']
1425,"Three French cities are divided into ‘arrondissement’ or districts- Paris, Lyon and Marseille.",['FR'],0,['FRA']
1426,Street signs in Paris will typically have a number followed by ‘Arr’ on them.,['FR'],0,['FRA']
1427,Paris is divided into 20 arrondissement and these appear on the map.,['FR'],0,['FRA']
1428,"As well as Paris, Lyon and Marseilles are also divided into arrondissement.",['FR'],0,['FRA']
1429,In this example we are in the 3rd Arr in Lyon.,['FR'],0,['FRA']
1430,A street sign from Marseille.,['FR'],0,['FRA']
1431,This indicates that we are in the 14th arrondissement of Marseille which we can find on the map.,['FR'],0,['FRA']
1432,The below map shows where French towns with certain names can be found.,['FR'],0,['FRA']
1433,For example if you see the French town of ‘Frignicourt’ you can examine the below map and notice that French towns ending in ‘ourt’ are found in the north-north-east of France.,['FR'],0,['FRA']
1434,"In addition to those mentioned below, French towns ending in ‘-heim’ are likely to be in the east of France, closer to Germany.","['DE', 'FR']",0,"['DEU', 'FRA']"
1435,"French towns ending in ‘-az’ are likely to be found in the French alps, typically around Annecy.",['FR'],0,['FRA']
1436,A map showing where the names of different French towns are distributed throughout France.,['FR'],0,['FRA']
1437,Many towns in France are situated on a river and this is reflected in their name.,['FR'],0,['FRA']
1438,"In these instances, the town will be called ‘name s/ river’ or ‘name sur river’.",['FR'],0,['FRA']
1439,This means we need to look along the Loire River for the town.,['FR'],0,['FRA']
1440,The French island of Corsica has a Mediterranean feel and the middle of the island has mountains.,['FR'],0,['FRA']
1441,"Many roads on Corsica have short, white dashed lines along the sides of the road.",['FR'],0,['FRA']
1442,"There are a reasonable percentage of yellow, rear license plates on Corsica.",['FR'],0,['FRA']
1443,"The French island of Corsica often has shorter, white dashes on the sides of the road.",['FR'],0,['FRA']
1444,"Many rear license plates in Corsica are yellow with the vertical, blue left stripe of the standard European plates.",['FR'],0,['FRA']
1445,The easiest way for me to identify Belgium is via its license plates.,['BE'],0,['BEL']
1446,"Belgium plates also have the blue vertical stripe that is common on European plates however on some occasions, this is found on the right side of Belgium plates.",['BE'],0,['BEL']
1447,Belgium cities typically have their name on every street sign.,['BE'],0,['BEL']
1448,Belgium has its northern section as Flemish (Dutch speakers) whilst its southern section speak French.,"['BE', 'FR', 'NL']",0,"['BEL', 'FRA', 'NLD']"
1449,Very tiny parts of its eastern flank speak German.,"['BE', 'DE']",0,"['BEL', 'DEU']"
1450,"Belgium houses have an older, sturdy look to them.",['BE'],0,['BEL']
1451,"In rural areas, the Belgium landscape consists of grass fields.",['BE'],0,['BEL']
1452,"There are so many different types of bollards used in Belgium, it’s probably not worth memorising them all.",['BE'],0,['BEL']
1453,Belgium roads are well-maintained and sometimes have cycling paths running alongside them.,['BE'],0,['BEL']
1454,The easiest way to identify Belgium is via its license plates.,['BE'],0,['BEL']
1455,Belgium has the standard European plates with a unique red lettering.,['BE'],0,['BEL']
1456,Sometimes the blue vertical line of the European plates appears on the right of Belgium license plate instead of the regular left.,['BE'],0,['BEL']
1457,"In Belgium cities, it is common to have the city’s name on street signs.",['BE'],0,['BEL']
1458,A map showing which language is spoken where in Belgium.,['BE'],0,['BEL']
1459,"Gold= Flemish (Dutch), Red= French and Blue=German.","['BE', 'DE', 'FR', 'NL']",0,"['BEL', 'DEU', 'FRA', 'NLD']"
1460,"(Source: Vascer, Knorck, Wikipedia).",['BE'],0,['BEL']
1461,Many houses in Belgium have an older look to them.,['BE'],0,['BEL']
1462,Houses with a visible brick exterior are a common sight in Belgium.,['BE'],0,['BEL']
1463,The rear of certain types of signs in Belgium (some circular and some rectangular) are coloured this distinctive orange colour.,['BE'],0,['BEL']
1464,The red car is much more common in Ukraine.,"['BE', 'UA']",0,"['BEL', 'UKR']"
1465,Belgium has well-maintained roads and sometimes the roads will have bike paths running alongside them.,['BE'],0,['BEL']
1466,The rural parts of Belgium often consist of fields.,['BE'],0,['BEL']
1467,Identifying the Netherlands is particularly easy in GeoGuessr thanks to the Netherlands having both yellow front and rear plates.,['NL'],0,['NLD']
1468,"The plates also have the standard, vertical, blue European stripe on the left.",['NL'],0,['NLD']
1469,The only other license plates to resemble the Netherlands are Luxembourg and Israel.,"['IL', 'LU', 'NL']",0,"['ISR', 'LUX', 'NLD']"
1470,Luxembourg is much more undulating than the Netherlands and Israel has a vastly different landscape.,"['IL', 'LU', 'NL']",0,"['ISR', 'LUX', 'NLD']"
1471,It’s important not to confuse Dutch license plates with those from the U.K. which have yellow rear plates but white front plates.,"['GB', 'NL']",0,"['GBR', 'NLD']"
1472,The Dutch landscape has many narrow paths that are often tree-lined.,['NL'],0,['NLD']
1473,It is also arguably the most bike friendly country on earth.,['NL'],0,['NLD']
1474,"The Netherlands is remarkably flat, has well-maintained roads and features many canals and waterways.",['NL'],0,['NLD']
1475,"The Dutch language is only spoken in three locations in the GeoGuessr realm- the island of Curaçao, northern Belgium and right across the Netherlands.","['BE', 'CW', 'NL']",0,"['BEL', 'CUW', 'NLD']"
1476,Another common Dutch letter combination is ‘ij’.,['NL'],0,['NLD']
1477,"English also appears across the Netherlands, mainly on shop signs and some advertisements.",['NL'],0,['NLD']
1478,"The Netherlands has several different looking bollards however the most common is a white post with an elongated red, vertical rectangle encased near the top of the post.",['NL'],0,['NLD']
1479,This looks similar to the bollards of Turkey and Australia however the Dutch bollards feature a more elongated rectangle than Turkey and Australia.,"['AU', 'NL', 'TR']",0,"['AUS', 'NLD', 'TUR']"
1480,Dutch street names provide a further clue into the Netherlands location.,['NL'],0,['NLD']
1481,‘Weg’ means road in Dutch and ‘Straat’ translates as ‘street’.,['NL'],0,['NLD']
1482,The Netherlands often has townhouses that have some similarity to UK townhouses such as being monochromatic coloured.,"['GB', 'NL']",0,"['GBR', 'NLD']"
1483,Dutch townhouses and apartments typically have either flat roofs or really steep roofs.,['NL'],0,['NLD']
1484,The Netherlands also has another visual oddity: The Dutch islands south west of Rotterdam that are connected to the Netherlands via road bridges largely have dashed white lines on the sides of their roads- one of the few non-Nordic places in Europe to have this look.,['NL'],0,['NLD']
1485,License plates in the Netherlands are the easiest way to identify the country.,['NL'],0,['NLD']
1486,"Both front and back plates are yellow with the blue, vertical, European stripe appearing on the left.",['NL'],0,['NLD']
1487,Plates from Luxembourg and Israel look the same as the Netherlands.,"['IL', 'LU', 'NL']",0,"['ISR', 'LUX', 'NLD']"
1488,The Netherlands’ landscape looks flatter than Luxembourg and vastly different to Israel.,"['IL', 'LU', 'NL']",0,"['ISR', 'LUX', 'NLD']"
1489,The Dutch language appears across the Netherlands.,['NL'],0,['NLD']
1490,English words often appear on shop signs in the Netherlands.,['NL'],0,['NLD']
1491,Townhouses are the most common form of abode in the Netherlands.,['NL'],0,['NLD']
1492,Other Dutch townhouses are notorious for their steep roofs.,['NL'],0,['NLD']
1493,The Netherlands stands out for its lack of utility poles.,['NL'],0,['NLD']
1494,"In Dutch, the ‘weg’ suffix means ‘road’ and the ‘straat’ suffix means ‘street’.",['NL'],0,['NLD']
1495,Islands in the Netherlands situated south-west of Rotterdam tend to have dashed white lines along the sides of their roads.,['NL'],0,['NLD']
1496,"Narrow, well-maintained paths are a common sight in the Netherlands.",['NL'],0,['NLD']
1497,A few types of bollards are visible in the Netherlands.,['NL'],0,['NLD']
1498,Similar looking bollards are also in Turkey and Australia although these countries have a less elongated red rectangle.,"['AU', 'NL', 'TR']",0,"['AUS', 'NLD', 'TUR']"
1499,"In the Netherlands, it is common to see these blue arrow signs with white lettering.",['NL'],0,['NLD']
1500,Red and white coloured signs provide directions for cyclists in the Netherlands.,['NL'],0,['NLD']
1501,The Netherlands is arguably the most cyclist friendly country in the world.,['NL'],0,['NLD']
1502,Canals and waterways are a common sight in the Netherlands.,['NL'],0,['NLD']
1503,"Luxembourg is one of the easier countries to recognise in GeoGuessr thanks to the country using yellow, rear and front license plates.",['LU'],0,['LUX']
1504,"The plates also feature the standard blue, vertical, European stripe on the left.",['LU'],0,['LUX']
1505,"The only other countries to use similar looking plates to Luxembourg are the Netherlands (which is virtually an entirely flat country, contrasting Luxembourg) and Israel which looks vastly different.","['IL', 'LU', 'NL']",0,"['ISR', 'LUX', 'NLD']"
1506,The U.K. also has similar looking yellow plates but these are only positioned on the rear of U.K. vehicles with the front U.K. plates being white coloured.,"['GB', 'LU']",0,"['GBR', 'LUX']"
1507,The Luxembourg landscape is almost always undulating and consists of typically a gentle slope.,['LU'],0,['LUX']
1508,There are many green grass fields around Luxembourg.,['LU'],0,['LUX']
1509,The Luxembourg bollards are rather generic looking so may not be too useful however they are white and have a diagonal black stripe.,['LU'],0,['LUX']
1510,"The country has three languages- Luxembourgish, German and French.","['DE', 'FR', 'LU']",0,"['DEU', 'FRA', 'LUX']"
1511,Luxembourg stands out for its yellow front and rear license plates.,['LU'],0,['LUX']
1512,They also feature the standard European vertical blue stripe on the left.,['LU'],0,['LUX']
1513,Luxembourg plates look the same as the Netherlands and Israel.,"['IL', 'LU', 'NL']",0,"['ISR', 'LUX', 'NLD']"
1514,Luxembourg has undulating terrain distinguishing it from the Netherlands and it has a vastly different landscape to Israel.,"['IL', 'LU', 'NL']",0,"['ISR', 'LUX', 'NLD']"
1515,"Across most of Luxembourg, the country has undulating terrain.",['LU'],0,['LUX']
1516,It is rare to see much dead-flat land in Luxembourg (something that the Netherlands has a lot of).,"['LU', 'NL']",0,"['LUX', 'NLD']"
1517,Much of the Luxembourg landscape consists of green grass fields.,['LU'],0,['LUX']
1518,This is the front view of Luxembourg bollards which are rather generic.,['LU'],0,['LUX']
1519,This is the back (also rather generic) view of Luxembourg bollards.,['LU'],0,['LUX']
1520,The easiest way to identify Italy is via the license plates.,['IT'],0,['ITA']
1521,Italian front and rear plates have vertical blue stripes on both the left and right side of the plate.,['IT'],0,['ITA']
1522,There is only one other country with these plates- Albania.,"['AL', 'IT']",0,"['ALB', 'ITA']"
1523,Albania generally looks poorer than Italy.,"['AL', 'IT']",0,"['ALB', 'ITA']"
1524,The Italian language is spoken right across Italy (as well as southern Switzerland) and it easily identifiable.,"['CH', 'IT']",0,"['CHE', 'ITA']"
1525,"Most words in Italian end in a vowel- in some instances, every word in a sentence will end in a vowel.",['IT'],0,['ITA']
1526,"Like the other Mediterranean countries, Italy has a specific southern European feel across most of the country.",['IT'],0,['ITA']
1527,Another aspect to look for in Italy is the bollards.,['IT'],0,['ITA']
1528,Many other countries have similar bollards to Italy however these other bollards don’t have the black section extending to the top of the post.,['IT'],0,['ITA']
